qid,participant_id,task_id,anchor_id,primary_dimension,secondary_dimension,repeat_of,hotel_id,label,position,shown,spatial,accessibility,facility,economic,disruption,dwell_ms,n_shown,n_total,decision_ms,time_to_first_interaction_ms,revisions,final_sort,final_query,final_max_price,age_band,occupation,salary_band,home_area
4,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t2,battaramulla,accessibility,facility,,lp40d3f,0,11,1,0.686,0.143,0.85,0.886,0.762,0,35,35,1723,666,0,distance,,,,,,
4,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t2,battaramulla,accessibility,facility,,lp5f0e5,0,5,1,0.857,0.886,0.98,0,0.812,0,35,35,1723,666,0,distance,,,,,,
4,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t2,battaramulla,accessibility,facility,,lp6e625,0,4,1,0.914,0.857,0.78,0.914,0.838,0,35,35,1723,666,0,distance,,,,,,
4,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t2,battaramulla,accessibility,facility,,lp65589ffb,0,14,1,0.629,0.457,0.812,0.314,0.713,0,35,35,1723,666,0,distance,,,,,,
4,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t2,battaramulla,accessibility,facility,,lp6f007,0,9,1,0.743,0.6,0.525,0.943,0.662,0,35,35,1723,666,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp102b02,0,24,1,0.314,0.343,0.984,0.429,0.688,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp6557c6e0,0,15,1,0.486,0.571,0.894,0.257,0.45,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp741c5,0,16,1,0.514,0.457,0.89,0.4,0.325,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp9855f,1,1,1,0.971,0.8,0.878,0.514,0.575,256,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp655a9e91,0,3,1,0.914,0.857,0.882,0.743,0.575,116,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp656d3aa9,0,20,1,0.429,0.543,0.882,0.6,0.45,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp803e1,0,10,1,0.686,0.743,0.98,0.343,0.375,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lpb1537,0,7,1,0.8,0.914,0.988,0.029,0.375,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp3e58e,0,4,1,0.857,0.943,0.968,0.286,0.625,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp30277,0,12,1,0.657,0.514,0.976,0.143,0.5,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp67708,0,32,1,0.057,0.114,0.862,0.829,0.762,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp7c172,0,34,1,0.029,0.057,0.862,0.8,0.825,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp33ddb,0,8,1,0.771,0.686,0.98,0.114,0.5,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lpa0a8a,0,17,1,0.571,0.486,0.984,0.171,0.312,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp1bc0d,0,6,1,0.829,0.771,0.968,0.2,0.562,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp71118,0,5,1,0.886,0.886,0.76,0.971,0.525,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp96bf6,0,21,1,0.4,0.2,0.8,0.371,0.812,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp43673,0,35,1,0,0,0.87,0.486,0.95,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lpc0df6,0,23,1,0.343,0.257,0.693,0.857,0.713,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp6574b103,0,18,1,0.543,0.629,0.98,0.086,0.375,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp81760,0,2,1,0.943,0.971,0.878,0.629,0.575,206,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp6583218e,0,11,1,0.714,0.714,0.956,0.543,0.375,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp67286,0,26,1,0.257,0.314,0.89,0.457,0.762,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lpc08f9,0,13,1,0.6,0.657,0.89,0.771,0.2,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp73ace,0,29,1,0.171,0.229,0.866,0.714,0.825,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp857b8,0,25,1,0.286,0.171,0.89,0.657,0.762,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp72a36,0,33,1,0.086,0.029,0.878,0.686,0.887,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp800a1,0,14,1,0.629,0.429,0.894,0.229,0.2,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp656d40c7,0,19,1,0.457,0.6,0.988,0.057,0.5,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp3ca7d,0,9,1,0.743,0.829,0.71,0.571,0.325,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp40d3f,0,31,1,0.114,0.143,0.85,0.886,0.762,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp5f0e5,0,22,1,0.371,0.286,0.98,0,0.812,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp6e625,0,30,1,0.143,0.086,0.78,0.914,0.838,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp65589ffb,0,28,1,0.2,0.371,0.812,0.314,0.713,0,35,35,1466,36,0,distance,,,,,,
5,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t3,fort,economic,accessibility,,lp6f007,0,27,1,0.229,0.4,0.525,0.943,0.662,0,35,35,1466,36,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp102b02,0,5,1,0.829,0.886,0.984,0.429,0.688,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp6557c6e0,0,12,1,0.629,0.657,0.894,0.257,0.45,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp741c5,0,14,1,0.6,0.6,0.89,0.4,0.325,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp9855f,0,31,1,0.029,0.057,0.878,0.514,0.575,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp655a9e91,0,32,1,0.057,0.086,0.882,0.743,0.575,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp656d3aa9,0,10,1,0.714,0.771,0.882,0.6,0.45,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp803e1,0,24,1,0.314,0.343,0.98,0.343,0.375,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lpb1537,0,28,1,0.2,0.2,0.988,0.029,0.375,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp3e58e,0,30,1,0.143,0.143,0.968,0.286,0.625,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp30277,0,23,1,0.343,0.229,0.976,0.143,0.5,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp67708,0,7,1,0.771,0.914,0.862,0.829,0.762,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp7c172,0,9,1,0.743,0.714,0.862,0.8,0.825,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp33ddb,0,27,1,0.229,0.257,0.98,0.114,0.5,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lpa0a8a,0,15,1,0.543,0.629,0.984,0.171,0.312,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp1bc0d,0,29,1,0.171,0.029,0.968,0.2,0.562,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp71118,0,33,1,0.114,0.114,0.76,0.971,0.525,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp96bf6,0,21,1,0.371,0.286,0.8,0.371,0.812,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp43673,0,35,1,0,0,0.87,0.486,0.95,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lpc0df6,0,19,1,0.429,0.429,0.693,0.857,0.713,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp6574b103,0,16,1,0.571,0.571,0.98,0.086,0.375,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp81760,0,34,1,0.086,0.171,0.878,0.629,0.575,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp6583218e,0,25,1,0.286,0.314,0.956,0.543,0.375,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp67286,0,3,1,0.886,0.8,0.89,0.457,0.762,192,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lpc08f9,0,17,1,0.514,0.543,0.89,0.771,0.2,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp73ace,1,1,1,0.971,0.971,0.866,0.714,0.825,296,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp857b8,0,22,1,0.4,0.371,0.89,0.657,0.762,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp72a36,0,11,1,0.686,0.514,0.878,0.686,0.887,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp800a1,0,18,1,0.486,0.486,0.894,0.229,0.2,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp656d40c7,0,13,1,0.657,0.686,0.988,0.057,0.5,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp3ca7d,0,26,1,0.257,0.4,0.71,0.571,0.325,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp40d3f,0,6,1,0.857,0.857,0.85,0.886,0.762,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp5f0e5,0,20,1,0.457,0.457,0.98,0,0.812,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp6e625,0,8,1,0.8,0.743,0.78,0.914,0.838,0,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp65589ffb,0,2,1,0.943,0.943,0.812,0.314,0.713,182,35,35,1333,71,0,distance,,,,,,
6,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t4,bambalapitiya,facility,spatial,,lp6f007,0,4,1,0.914,0.829,0.525,0.943,0.662,0,35,35,1333,71,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp102b02,0,13,1,0.6,0.6,0.984,0.429,0.688,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp6557c6e0,0,20,1,0.429,0.429,0.894,0.257,0.45,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp741c5,0,16,1,0.543,0.514,0.89,0.4,0.325,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp9855f,0,30,1,0.086,0.086,0.878,0.514,0.575,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp655a9e91,0,31,1,0.114,0.143,0.882,0.743,0.575,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp656d3aa9,0,15,1,0.571,0.571,0.882,0.6,0.45,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp803e1,0,26,1,0.257,0.286,0.98,0.343,0.375,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lpb1537,0,28,1,0.2,0.2,0.988,0.029,0.375,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp3e58e,0,33,1,0.057,0.057,0.968,0.286,0.625,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp30277,0,23,1,0.343,0.343,0.976,0.143,0.5,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp67708,0,3,1,0.914,0.914,0.862,0.829,0.762,202,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp7c172,0,4,1,0.886,0.857,0.862,0.8,0.825,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp33ddb,0,27,1,0.229,0.229,0.98,0.114,0.5,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lpa0a8a,0,18,1,0.457,0.543,0.984,0.171,0.312,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp1bc0d,0,29,1,0.171,0.029,0.968,0.2,0.562,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp71118,0,32,1,0.143,0.171,0.76,0.971,0.525,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp96bf6,0,14,1,0.629,0.714,0.8,0.371,0.812,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp43673,0,35,1,0,0,0.87,0.486,0.95,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lpc0df6,0,11,1,0.686,0.743,0.693,0.857,0.713,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp6574b103,0,21,1,0.4,0.486,0.98,0.086,0.375,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp81760,0,34,1,0.029,0.114,0.878,0.629,0.575,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp6583218e,0,24,1,0.314,0.257,0.956,0.543,0.375,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp67286,0,7,1,0.8,0.771,0.89,0.457,0.762,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lpc08f9,0,22,1,0.371,0.4,0.89,0.771,0.2,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp73ace,0,6,1,0.829,0.8,0.866,0.714,0.825,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp857b8,0,8,1,0.771,0.829,0.89,0.657,0.762,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp72a36,1,1,1,0.971,0.971,0.878,0.686,0.887,257,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp800a1,0,19,1,0.486,0.371,0.894,0.229,0.2,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp656d40c7,0,17,1,0.514,0.457,0.988,0.057,0.5,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp3ca7d,0,25,1,0.286,0.314,0.71,0.571,0.325,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp40d3f,0,5,1,0.857,0.886,0.85,0.886,0.762,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp5f0e5,0,12,1,0.657,0.686,0.98,0,0.812,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp6e625,0,2,1,0.943,0.943,0.78,0.914,0.838,181,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp65589ffb,0,9,1,0.714,0.629,0.812,0.314,0.713,0,35,35,1632,191,0,distance,,,,,,
7,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t5,nugegoda,disruption,economic,,lp6f007,0,10,1,0.743,0.657,0.525,0.943,0.662,0,35,35,1632,191,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp102b02,0,10,1,0.714,0.8,0.984,0.429,0.688,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp6557c6e0,0,13,1,0.629,0.543,0.894,0.257,0.45,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp741c5,0,14,1,0.571,0.629,0.89,0.4,0.325,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp9855f,0,31,1,0.057,0.057,0.878,0.514,0.575,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp655a9e91,0,32,1,0.029,0.086,0.882,0.743,0.575,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp656d3aa9,0,11,1,0.686,0.686,0.882,0.6,0.45,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp803e1,0,24,1,0.314,0.343,0.98,0.343,0.375,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lpb1537,0,28,1,0.2,0.2,0.988,0.029,0.375,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp3e58e,0,29,1,0.143,0.143,0.968,0.286,0.625,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp30277,0,23,1,0.343,0.229,0.976,0.143,0.5,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp67708,0,2,1,0.943,0.914,0.862,0.829,0.762,167,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp7c172,1,1,1,0.971,0.971,0.862,0.8,0.825,260,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp33ddb,0,27,1,0.229,0.257,0.98,0.114,0.5,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lpa0a8a,0,15,1,0.543,0.657,0.984,0.171,0.312,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp1bc0d,0,30,1,0.171,0.029,0.968,0.2,0.562,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp71118,0,33,1,0.086,0.114,0.76,0.971,0.525,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp96bf6,0,21,1,0.371,0.286,0.8,0.371,0.812,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp43673,0,35,1,0,0,0.87,0.486,0.95,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lpc0df6,0,17,1,0.457,0.429,0.693,0.857,0.713,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp6574b103,0,16,1,0.6,0.571,0.98,0.086,0.375,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp81760,0,34,1,0.114,0.171,0.878,0.629,0.575,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp6583218e,0,25,1,0.286,0.314,0.956,0.543,0.375,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp67286,0,9,1,0.743,0.771,0.89,0.457,0.762,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lpc08f9,0,18,1,0.514,0.514,0.89,0.771,0.2,0,35,35,1386,29,0,distance,,,,,,
8,eef8f7a6-ee70-4099-ba9e-306502a0ad96,t6,mount_lavinia,spatial,disruption,,lp73ace,0,5,1,0.857,0.886,0.866,0.714,0.825,0,35,35,1386,29,0,distance,,,,,,
